,省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡,日期
4114,湖北省,1423,47,76,天门,8.0,0.0,0.0,13.0,0.0,0.0,2020-01-26
4115,湖北省,1423,47,76,仙桃,1.0,0.0,0.0,12.0,0.0,0.0,2020-01-26
4116,湖北省,1423,47,76,潜江,5.0,0.0,1.0,5.0,0.0,1.0,2020-01-26
4117,湖北省,2714,52,100,武汉,892.0,5.0,22.0,1590.0,47.0,85.0,2020-01-27
4119,湖北省,2714,52,100,孝感,73.0,0.0,0.0,173.0,0.0,1.0,2020-01-27
4120,湖北省,2714,52,100,荆门,24.0,0.0,0.0,114.0,0.0,3.0,2020-01-27
4121,湖北省,2714,52,100,咸宁,27.0,0.0,0.0,91.0,0.0,0.0,2020-01-27
4122,湖北省,2714,52,100,荆州,24.0,0.0,0.0,71.0,1.0,2.0,2020-01-27
4123,湖北省,2714,52,100,随州,18.0,0.0,0.0,70.0,0.0,0.0,2020-01-27
4124,湖北省,2714,52,100,襄阳,34.0,0.0,0.0,70.0,0.0,0.0,2020-01-27
4125,湖北省,2714,52,100,十堰,25.0,0.0,0.0,65.0,0.0,0.0,2020-01-27
4126,湖北省,2714,52,100,鄂州,37.0,0.0,0.0,57.0,0.0,0.0,2020-01-27
4127,湖北省,2714,52,100,黄石,17.0,0.0,0.0,53.0,0.0,1.0,2020-01-27
4128,湖北省,2714,52,100,宜昌,20.0,0.0,0.0,51.0,0.0,1.0,2020-01-27
4129,湖北省,2714,52,100,恩施州,13.0,0.0,0.0,38.0,0.0,0.0,2020-01-27
4130,湖北省,2714,52,100,仙桃,15.0,0.0,0.0,27.0,0.0,0.0,2020-01-27
4131,湖北省,2714,52,100,天门,10.0,0.0,2.0,23.0,0.0,2.0,2020-01-27
4132,湖北省,2714,52,100,潜江,2.0,0.0,0.0,7.0,0.0,1.0,2020-01-27
4133,湖北省,2714,52,100,神农架林区,1.0,0.0,0.0,1.0,0.0,0.0,2020-01-27
4134,湖北省,3554,87,125,武汉,315.0,7.0,19.0,1905.0,54.0,104.0,2020-01-28
4135,湖北省,3554,87,125,黄冈,111.0,0.0,1.0,324.0,2.0,5.0,2020-01-28
4136,湖北省,3554,87,125,孝感,101.0,0.0,2.0,274.0,0.0,3.0,2020-01-28
4137,湖北省,3554,87,125,荆门,28.0,0.0,1.0,142.0,0.0,4.0,2020-01-28
4138,湖北省,3554,87,125,襄阳,61.0,0.0,0.0,131.0,0.0,0.0,2020-01-28
4139,湖北省,3554,87,125,随州,46.0,0.0,0.0,116.0,0.0,0.0,2020-01-28
4140,湖北省,3554,87,125,咸宁,21.0,0.0,0.0,112.0,0.0,0.0,2020-01-28
4141,湖北省,3554,87,125,荆州,30.0,0.0,0.0,101.0,1.0,2.0,2020-01-28
4142,湖北省,3554,87,125,十堰,23.0,0.0,0.0,88.0,0.0,0.0,2020-01-28
4143,湖北省,3554,87,125,黄石,33.0,0.0,0.0,86.0,0.0,1.0,2020-01-28
4144,湖北省,3554,87,125,鄂州,27.0,0.0,1.0,84.0,0.0,1.0,2020-01-28
4145,湖北省,3554,87,125,宜昌,12.0,0.0,0.0,63.0,0.0,1.0,2020-01-28
4146,湖北省,3554,87,125,恩施州,13.0,0.0,0.0,51.0,0.0,0.0,2020-01-28
4147,湖北省,3554,87,125,天门,11.0,0.0,1.0,34.0,0.0,3.0,2020-01-28
4148,湖北省,3554,87,125,仙桃,5.0,0.0,0.0,32.0,0.0,0.0,2020-01-28
4149,湖北省,3554,87,125,潜江,1.0,0.0,0.0,8.0,0.0,1.0,2020-01-28
4150,湖北省,3554,87,125,神农架林区,2.0,0.0,0.0,3.0,0.0,0.0,2020-01-28
4151,湖北省,4903,90,162,武汉,356.0,0.0,25.0,2261.0,54.0,129.0,2020-01-29
4152,湖北省,4903,90,162,黄冈,172.0,3.0,7.0,496.0,5.0,12.0,2020-01-29
4153,湖北省,4903,90,162,孝感,125.0,0.0,3.0,399.0,0.0,6.0,2020-01-29
4154,湖北省,4903,90,162,荆门,49.0,0.0,0.0,191.0,0.0,4.0,2020-01-29
4155,湖北省,4903,90,162,襄阳,32.0,0.0,0.0,163.0,0.0,0.0,2020-01-29
4156,湖北省,4903,90,162,荆州,50.0,0.0,1.0,151.0,1.0,3.0,2020-01-29
4157,湖北省,4903,90,162,随州,27.0,0.0,0.0,143.0,0.0,0.0,2020-01-29
4158,湖北省,4903,90,162,咸宁,18.0,0.0,0.0,130.0,0.0,0.0,2020-01-29
4159,湖北省,4903,90,162,鄂州,39.0,0.0,1.0,123.0,0.0,2.0,2020-01-29
4160,湖北省,4903,90,162,十堰,31.0,0.0,0.0,119.0,0.0,0.0,2020-01-29
4161,湖北省,4903,90,162,宜昌,54.0,0.0,0.0,117.0,0.0,1.0,2020-01-29
4162,湖北省,4903,90,162,黄石,27.0,0.0,0.0,113.0,0.0,1.0,2020-01-29
4163,湖北省,4903,90,162,恩施州,15.0,0.0,0.0,66.0,0.0,0.0,2020-01-29
4164,湖北省,4903,90,162,仙桃,23.0,0.0,0.0,55.0,0.0,0.0,2020-01-29
4165,湖北省,4903,90,162,天门,10.0,0.0,0.0,44.0,0.0,3.0,2020-01-29
4166,湖北省,4903,90,162,潜江,2.0,0.0,0.0,10.0,0.0,1.0,2020-01-29
4167,湖北省,4903,90,162,神农架林区,2.0,0.0,0.0,5.0,0.0,0.0,2020-01-29
4168,湖北省,5806,141,204,武汉,378.0,49.0,30.0,2639.0,103.0,159.0,2020-01-30
4169,湖北省,5806,141,204,黄冈,77.0,1.0,0.0,573.0,6.0,12.0,2020-01-30
4170,湖北省,5806,141,204,孝感,142.0,2.0,3.0,541.0,2.0,9.0,2020-01-30
4171,湖北省,5806,141,204,襄阳,123.0,0.0,0.0,286.0,0.0,0.0,2020-01-30
4172,湖北省,5806,141,204,随州,85.0,0.0,0.0,228.0,0.0,0.0,2020-01-30
4173,湖北省,5806,141,204,荆门,36.0,0.0,1.0,227.0,0.0,5.0,2020-01-30
4174,湖北省,5806,141,204,荆州,70.0,5.0,0.0,221.0,6.0,3.0,2020-01-30
4175,湖北省,5806,141,204,鄂州,66.0,0.0,4.0,189.0,0.0,6.0,2020-01-30
4176,湖北省,5806,141,204,黄石,55.0,0.0,0.0,168.0,0.0,1.0,2020-01-30
4177,湖北省,5806,141,204,宜昌,50.0,0.0,0.0,167.0,0.0,1.0,2020-01-30
4178,湖北省,5806,141,204,咸宁,36.0,0.0,0.0,166.0,0.0,0.0,2020-01-30
4179,湖北省,5806,141,204,十堰,31.0,0.0,0.0,150.0,0.0,0.0,2020-01-30
4180,湖北省,5806,141,204,仙桃,35.0,0.0,1.0,90.0,0.0,1.0,2020-01-30
4181,湖北省,5806,141,204,恩施州,9.0,0.0,0.0,75.0,0.0,0.0,2020-01-30
4182,湖北省,5806,141,204,天门,23.0,0.0,3.0,67.0,0.0,6.0,2020-01-30
4183,湖北省,5806,141,204,潜江,2.0,0.0,0.0,12.0,0.0,1.0,2020-01-30
4184,湖北省,5806,141,204,神农架林区,2.0,2.0,0.0,7.0,2.0,0.0,2020-01-30
4185,湖北省,7153,168,249,武汉,576.0,3.0,33.0,3215.0,106.0,192.0,2020-01-31
4186,湖北省,7153,168,249,黄冈,153.0,11.0,2.0,726.0,17.0,14.0,2020-01-31
4187,湖北省,7153,168,249,孝感,87.0,0.0,3.0,628.0,2.0,12.0,2020-01-31
4188,湖北省,7153,168,249,襄阳,61.0,0.0,0.0,347.0,0.0,0.0,2020-01-31
4189,湖北省,7153,168,249,随州,76.0,0.0,1.0,304.0,0.0,1.0,2020-01-31
4191,湖北省,7153,168,249,宜昌,109.0,0.0,0.0,276.0,0.0,1.0,2020-01-31
4192,湖北省,7153,168,249,荆门,24.0,1.0,0.0,251.0,1.0,5.0,2020-01-31
4193,湖北省,7153,168,249,鄂州,38.0,0.0,3.0,227.0,0.0,9.0,2020-01-31
4194,湖北省,7153,168,249,黄石,41.0,1.0,1.0,209.0,1.0,2.0,2020-01-31
4195,湖北省,7153,168,249,咸宁,40.0,1.0,0.0,206.0,1.0,0.0,2020-01-31
4196,湖北省,7153,168,249,十堰,27.0,0.0,0.0,177.0,0.0,0.0,2020-01-31
4197,湖北省,7153,168,249,仙桃,7.0,0.0,0.0,97.0,0.0,1.0,2020-01-31
4198,湖北省,7153,168,249,恩施州,12.0,1.0,0.0,87.0,1.0,0.0,2020-01-31
4199,湖北省,7153,168,249,天门,15.0,0.0,1.0,82.0,0.0,7.0,2020-01-31
4200,湖北省,7153,168,249,潜江,15.0,0.0,0.0,27.0,0.0,1.0,2020-01-31
4201,湖北省,7153,168,249,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020-01-31
4202,湖北省,9074,267,294,武汉,894.0,69.0,32.0,4109.0,175.0,224.0,2020-02-01
4203,湖北省,9074,267,294,黄冈,276.0,10.0,1.0,1002.0,27.0,15.0,2020-02-01
4204,湖北省,9074,267,294,孝感,121.0,0.0,2.0,749.0,2.0,14.0,2020-02-01
4205,湖北省,9074,267,294,襄阳,94.0,0.0,0.0,441.0,0.0,0.0,2020-02-01
4206,湖北省,9074,267,294,随州,80.0,3.0,2.0,384.0,3.0,3.0,2020-02-01
4207,湖北省,9074,267,294,宜昌,77.0,0.0,0.0,353.0,0.0,1.0,2020-02-01
4208,湖北省,9074,267,294,荆州,46.0,2.0,0.0,333.0,4.0,4.0,2020-02-01
4209,湖北省,9074,267,294,荆门,78.0,2.0,2.0,329.0,3.0,7.0,2020-02-01
4210,湖北省,9074,267,294,鄂州,51.0,2.0,4.0,278.0,2.0,13.0,2020-02-01
4211,湖北省,9074,267,294,黄石,43.0,7.0,0.0,252.0,8.0,2.0,2020-02-01
4212,湖北省,9074,267,294,咸宁,40.0,0.0,0.0,246.0,1.0,0.0,2020-02-01
4213,湖北省,9074,267,294,十堰,35.0,1.0,0.0,212.0,1.0,0.0,2020-02-01
4214,湖北省,9074,267,294,仙桃,43.0,0.0,2.0,140.0,0.0,3.0,2020-02-01
4215,湖北省,9074,267,294,恩施州,18.0,3.0,0.0,105.0,4.0,0.0,2020-02-01
4216,湖北省,9074,267,294,天门,17.0,0.0,0.0,99.0,0.0,7.0,2020-02-01
4217,湖北省,9074,267,294,潜江,8.0,0.0,0.0,35.0,0.0,1.0,2020-02-01
4218,湖北省,9074,267,294,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020-02-01
4219,湖北省,11177,300,350,武汉,1033.0,53.0,41.0,5142.0,228.0,265.0,2020-02-02
4220,湖北省,11177,300,350,黄冈,244.0,5.0,2.0,1246.0,32.0,17.0,2020-02-02
4221,湖北省,11177,300,350,孝感,169.0,0.0,0.0,918.0,2.0,14.0,2020-02-02
4222,湖北省,11177,300,350,襄阳,107.0,1.0,0.0,548.0,1.0,0.0,2020-02-02
4223,湖北省,11177,300,350,荆州,166.0,2.0,2.0,499.0,6.0,6.0,2020-02-02
4224,湖北省,11177,300,350,随州,74.0,0.0,2.0,458.0,3.0,5.0,2020-02-02
4225,湖北省,11177,300,350,宜昌,39.0,2.0,0.0,392.0,2.0,1.0,2020-02-02
4226,湖北省,11177,300,350,荆门,16.0,3.0,4.0,345.0,6.0,11.0,2020-02-02
4227,湖北省,11177,300,350,黄石,82.0,0.0,0.0,334.0,8.0,2.0,2020-02-02
4228,湖北省,11177,300,350,鄂州,28.0,0.0,2.0,306.0,2.0,15.0,2020-02-02
4229,湖北省,11177,300,350,咸宁,50.0,0.0,0.0,296.0,1.0,0.0,2020-02-02
4230,湖北省,11177,300,350,十堰,44.0,1.0,0.0,256.0,2.0,0.0,2020-02-02
4231,湖北省,11177,300,350,仙桃,29.0,0.0,0.0,169.0,0.0,3.0,2020-02-02
4232,湖北省,11177,300,350,天门,16.0,0.0,3.0,115.0,0.0,10.0,2020-02-02
4233,湖北省,11177,300,350,恩施州,6.0,1.0,0.0,111.0,5.0,0.0,2020-02-02
4234,湖北省,11177,300,350,潜江,0.0,0.0,0.0,35.0,0.0,1.0,2020-02-02
4235,湖北省,11177,300,350,神农架林区,0.0,0.0,0.0,7.0,2.0,0.0,2020-02-02
4236,湖北省,13522,397,414,武汉,1242.0,78.0,48.0,6384.0,306.0,313.0,2020-02-03
4237,湖北省,13522,397,414,黄冈,176.0,9.0,2.0,1422.0,41.0,19.0,2020-02-03
4238,湖北省,13522,397,414,孝感,202.0,2.0,3.0,1120.0,4.0,17.0,2020-02-03
4239,湖北省,13522,397,414,随州,183.0,0.0,1.0,641.0,3.0,6.0,2020-02-03
4240,湖北省,13522,397,414,襄阳,84.0,0.0,1.0,632.0,1.0,1.0,2020-02-03
4241,湖北省,13522,397,414,荆州,114.0,1.0,1.0,613.0,7.0,7.0,2020-02-03
4242,湖北省,13522,397,414,宜昌,60.0,0.0,2.0,452.0,2.0,3.0,2020-02-03
4243,湖北省,13522,397,414,黄石,71.0,1.0,0.0,405.0,9.0,2.0,2020-02-03
4244,湖北省,13522,397,414,荆门,55.0,0.0,3.0,400.0,6.0,14.0,2020-02-03
4245,湖北省,13522,397,414,咸宁,52.0,0.0,0.0,348.0,1.0,0.0,2020-02-03
4246,湖北省,13522,397,414,鄂州,26.0,2.0,3.0,332.0,4.0,18.0,2020-02-03
4247,湖北省,13522,397,414,十堰,35.0,4.0,0.0,291.0,6.0,0.0,2020-02-03
4248,湖北省,13522,397,414,仙桃,19.0,0.0,0.0,188.0,0.0,3.0,2020-02-03
4249,湖北省,13522,397,414,恩施州,12.0,0.0,0.0,123.0,5.0,0.0,2020-02-03
4250,湖北省,13522,397,414,天门,2.0,0.0,0.0,117.0,0.0,10.0,2020-02-03
4251,湖北省,13522,397,414,潜江,9.0,0.0,0.0,44.0,0.0,1.0,2020-02-03
4252,湖北省,13522,397,414,神农架林区,3.0,0.0,0.0,10.0,2.0,0.0,2020-02-03
4253,湖北省,16678,536,479,武汉,1967.0,68.0,49.0,8351.0,374.0,362.0,2020-02-04
4254,湖北省,16678,536,479,黄冈,223.0,11.0,6.0,1645.0,52.0,25.0,2020-02-04
4255,湖北省,16678,536,479,孝感,342.0,2.0,1.0,1462.0,6.0,18.0,2020-02-04
4256,湖北省,16678,536,479,襄阳,103.0,6.0,1.0,735.0,7.0,2.0,2020-02-04
4257,湖北省,16678,536,479,荆州,100.0,5.0,2.0,713.0,12.0,9.0,2020-02-04
4258,湖北省,16678,536,479,随州,65.0,6.0,2.0,706.0,9.0,8.0,2020-02-04
4259,湖北省,16678,536,479,黄石,104.0,14.0,0.0,509.0,23.0,2.0,2020-02-04
4260,湖北省,16678,536,479,宜昌,44.0,7.0,1.0,496.0,9.0,4.0,2020-02-04
4261,湖北省,16678,536,479,荆门,22.0,10.0,2.0,422.0,16.0,16.0,2020-02-04
4262,湖北省,16678,536,479,咸宁,36.0,1.0,0.0,384.0,2.0,0.0,2020-02-04
4263,湖北省,16678,536,479,鄂州,50.0,2.0,0.0,382.0,6.0,18.0,2020-02-04
4264,湖北省,16678,536,479,十堰,27.0,3.0,0.0,318.0,9.0,0.0,2020-02-04
4265,湖北省,16678,536,479,仙桃,37.0,0.0,1.0,225.0,0.0,4.0,2020-02-04
4266,湖北省,16678,536,479,恩施州,15.0,5.0,0.0,138.0,10.0,0.0,2020-02-04
4267,湖北省,16678,536,479,天门,11.0,0.0,0.0,128.0,0.0,10.0,2020-02-04
4268,湖北省,16678,536,479,潜江,10.0,0.0,0.0,54.0,0.0,1.0,2020-02-04
4269,湖北省,16678,536,479,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020-02-04
4270,湖北省,19665,712,549,武汉,1766.0,81.0,52.0,10117.0,455.0,414.0,2020-02-05
4271,湖北省,19665,712,549,孝感,424.0,24.0,7.0,1886.0,30.0,25.0,2020-02-05
4272,湖北省,19665,712,549,黄冈,162.0,10.0,4.0,1807.0,62.0,29.0,2020-02-05
4273,湖北省,19665,712,549,随州,128.0,0.0,1.0,834.0,9.0,9.0,2020-02-05
4274,湖北省,19665,712,549,荆州,88.0,7.0,1.0,801.0,19.0,10.0,2020-02-05
4275,湖北省,19665,712,549,襄阳,52.0,18.0,0.0,787.0,25.0,2.0,2020-02-05
4276,湖北省,19665,712,549,黄石,57.0,2.0,0.0,566.0,25.0,2.0,2020-02-05
4277,湖北省,19665,712,549,宜昌,67.0,0.0,2.0,563.0,9.0,6.0,2020-02-05
4278,湖北省,19665,712,549,荆门,86.0,5.0,1.0,508.0,21.0,17.0,2020-02-05
4279,湖北省,19665,712,549,鄂州,41.0,2.0,0.0,423.0,8.0,18.0,2020-02-05
4280,湖北省,19665,712,549,咸宁,15.0,3.0,1.0,399.0,5.0,1.0,2020-02-05
4281,湖北省,19665,712,549,十堰,35.0,11.0,0.0,353.0,20.0,0.0,2020-02-05
4282,湖北省,19665,712,549,仙桃,40.0,11.0,1.0,265.0,11.0,5.0,2020-02-05
4283,湖北省,19665,712,549,恩施州,6.0,0.0,0.0,144.0,10.0,0.0,2020-02-05
4284,湖北省,19665,712,549,天门,10.0,1.0,0.0,138.0,1.0,10.0,2020-02-05
4285,湖北省,19665,712,549,潜江,10.0,0.0,0.0,64.0,0.0,1.0,2020-02-05
4286,湖北省,19665,712,549,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020-02-05
4287,湖北省,22112,867,618,武汉,1501.0,87.0,64.0,11618.0,542.0,478.0,2020-02-06
4288,湖北省,22112,867,618,孝感,255.0,0.0,0.0,2141.0,30.0,25.0,2020-02-06
4289,湖北省,22112,867,618,黄冈,90.0,19.0,3.0,1897.0,81.0,32.0,2020-02-06
4290,湖北省,22112,867,618,随州,81.0,0.0,0.0,915.0,9.0,9.0,2020-02-06
4291,湖北省,22112,867,618,荆州,84.0,5.0,0.0,885.0,24.0,10.0,2020-02-06
4292,湖北省,22112,867,618,襄阳,51.0,5.0,1.0,838.0,30.0,3.0,2020-02-06
4293,湖北省,22112,867,618,黄石,69.0,15.0,0.0,635.0,40.0,2.0,2020-02-06
4294,湖北省,22112,867,618,宜昌,47.0,6.0,1.0,610.0,15.0,7.0,2020-02-06
4295,湖北省,22112,867,618,荆门,45.0,3.0,0.0,553.0,24.0,17.0,2020-02-06
4296,湖北省,22112,867,618,鄂州,48.0,1.0,0.0,471.0,9.0,18.0,2020-02-06
4297,湖北省,22112,867,618,咸宁,44.0,3.0,0.0,443.0,8.0,1.0,2020-02-06
4298,湖北省,22112,867,618,十堰,42.0,8.0,0.0,395.0,28.0,0.0,2020-02-06
4299,湖北省,22112,867,618,仙桃,42.0,0.0,0.0,307.0,11.0,5.0,2020-02-06
4300,湖北省,22112,867,618,天门,25.0,0.0,0.0,163.0,1.0,10.0,2020-02-06
4301,湖北省,22112,867,618,恩施州,13.0,3.0,0.0,157.0,13.0,0.0,2020-02-06
4302,湖北省,22112,867,618,潜江,10.0,0.0,0.0,74.0,0.0,1.0,2020-02-06
4303,湖北省,22112,867,618,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020-02-06
4304,湖北省,24953,1218,699,武汉,1985.0,205.0,67.0,13603.0,747.0,545.0,2020-02-07
4305,湖北省,24953,1218,699,孝感,172.0,12.0,1.0,2313.0,42.0,26.0,2020-02-07
4306,湖北省,24953,1218,699,黄冈,144.0,24.0,4.0,2041.0,105.0,36.0,2020-02-07
4307,湖北省,24953,1218,699,随州,38.0,14.0,0.0,953.0,23.0,9.0,2020-02-07
4308,湖北省,24953,1218,699,荆州,56.0,7.0,1.0,941.0,31.0,11.0,2020-02-07
4309,湖北省,24953,1218,699,襄阳,69.0,4.0,2.0,907.0,34.0,5.0,2020-02-07
4310,湖北省,24953,1218,699,黄石,68.0,8.0,0.0,703.0,48.0,2.0,2020-02-07
4311,湖北省,24953,1218,699,宜昌,23.0,10.0,1.0,633.0,25.0,8.0,2020-02-07
4312,湖北省,24953,1218,699,荆门,35.0,12.0,1.0,588.0,36.0,18.0,2020-02-07
4313,湖北省,24953,1218,699,鄂州,98.0,24.0,2.0,569.0,33.0,20.0,2020-02-07
4314,湖北省,24953,1218,699,咸宁,33.0,8.0,1.0,476.0,16.0,2.0,2020-02-07
4315,湖北省,24953,1218,699,十堰,43.0,12.0,0.0,438.0,40.0,0.0,2020-02-07
4316,湖北省,24953,1218,699,仙桃,52.0,3.0,0.0,359.0,14.0,5.0,2020-02-07
4317,湖北省,24953,1218,699,天门,16.0,0.0,0.0,179.0,1.0,10.0,2020-02-07
4318,湖北省,24953,1218,699,恩施州,3.0,7.0,0.0,160.0,20.0,0.0,2020-02-07
4319,湖北省,24953,1218,699,潜江,6.0,1.0,1.0,80.0,1.0,2.0,2020-02-07
4320,湖北省,24953,1218,699,神农架林区,0.0,0.0,0.0,10.0,2.0,0.0,2020-02-07
4321,湖北省,27100,1480,780,武汉,1379.0,131.0,63.0,14982.0,878.0,608.0,2020-02-08
4322,湖北省,27100,1480,780,孝感,123.0,11.0,3.0,2436.0,53.0,29.0,2020-02-08
4323,湖北省,27100,1480,780,黄冈,100.0,32.0,7.0,2141.0,137.0,43.0,2020-02-08
4324,湖北省,27100,1480,780,荆州,56.0,11.0,2.0,997.0,42.0,13.0,2020-02-08
4325,湖北省,27100,1480,780,襄阳,81.0,6.0,2.0,988.0,40.0,7.0,2020-02-08
4326,湖北省,27100,1480,780,随州,31.0,0.0,0.0,984.0,23.0,9.0,2020-02-08
4327,湖北省,27100,1480,780,黄石,57.0,13.0,0.0,760.0,61.0,2.0,2020-02-08
4328,湖北省,27100,1480,780,宜昌,78.0,11.0,0.0,711.0,36.0,8.0,2020-02-08
4329,湖北省,27100,1480,780,荆门,75.0,12.0,1.0,663.0,48.0,19.0,2020-02-08
4330,湖北省,27100,1480,780,鄂州,70.0,9.0,1.0,639.0,42.0,21.0,2020-02-08
4331,湖北省,27100,1480,780,咸宁,17.0,7.0,2.0,493.0,23.0,4.0,2020-02-08
4332,湖北省,27100,1480,780,十堰,29.0,0.0,0.0,467.0,40.0,0.0,2020-02-08
4333,湖北省,27100,1480,780,仙桃,20.0,2.0,0.0,379.0,16.0,5.0,2020-02-08
4334,湖北省,27100,1480,780,天门,18.0,9.0,0.0,197.0,10.0,10.0,2020-02-08
4335,湖北省,27100,1480,780,恩施州,11.0,3.0,0.0,171.0,23.0,0.0,2020-02-08
4336,湖北省,27100,1480,780,潜江,2.0,1.0,0.0,82.0,2.0,2.0,2020-02-08
4337,湖北省,27100,1480,780,神农架林区,0.0,4.0,0.0,10.0,6.0,0.0,2020-02-08
4338,湖北省,29631,1854,871,武汉,1920.0,168.0,73.0,16902.0,1046.0,681.0,2020-02-09
4339,湖北省,29631,1854,871,孝感,105.0,28.0,4.0,2541.0,81.0,33.0,2020-02-09
4340,湖北省,29631,1854,871,黄冈,111.0,78.0,2.0,2252.0,215.0,45.0,2020-02-09
4341,湖北省,29631,1854,871,随州,65.0,0.0,1.0,1049.0,23.0,10.0,2020-02-09
4342,湖北省,29631,1854,871,荆州,48.0,4.0,2.0,1045.0,46.0,15.0,2020-02-09
4343,湖北省,29631,1854,871,襄阳,31.0,2.0,2.0,1019.0,42.0,9.0,2020-02-09
4344,湖北省,29631,1854,871,黄石,45.0,6.0,1.0,805.0,67.0,3.0,2020-02-09
4345,湖北省,29631,1854,871,宜昌,38.0,7.0,0.0,749.0,43.0,8.0,2020-02-09
4346,湖北省,29631,1854,871,鄂州,86.0,6.0,3.0,725.0,48.0,24.0,2020-02-09
4348,湖北省,29631,1854,871,咸宁,14.0,21.0,0.0,507.0,44.0,4.0,2020-02-09
4349,湖北省,29631,1854,871,十堰,14.0,6.0,0.0,481.0,46.0,0.0,2020-02-09
4350,湖北省,29631,1854,871,仙桃,37.0,25.0,2.0,416.0,41.0,7.0,2020-02-09
4351,湖北省,29631,1854,871,天门,20.0,0.0,0.0,217.0,10.0,10.0,2020-02-09
4352,湖北省,29631,1854,871,恩施州,16.0,7.0,0.0,187.0,30.0,0.0,2020-02-09
4353,湖北省,29631,1854,871,潜江,3.0,1.0,0.0,85.0,3.0,2.0,2020-02-09
4354,湖北省,29631,1854,871,神农架林区,0.0,0.0,0.0,10.0,6.0,0.0,2020-02-09
4355,湖北省,31728,2310,974,武汉,1552.0,196.0,67.0,18454.0,1242.0,748.0,2020-02-10
4356,湖北省,31728,2310,974,孝感,101.0,59.0,8.0,2642.0,140.0,41.0,2020-02-10
4357,湖北省,31728,2310,974,黄冈,80.0,88.0,7.0,2332.0,303.0,52.0,2020-02-10
4358,湖北省,31728,2310,974,随州,46.0,3.0,2.0,1095.0,26.0,12.0,2020-02-10
4359,湖北省,31728,2310,974,荆州,30.0,15.0,2.0,1075.0,61.0,17.0,2020-02-10
4360,湖北省,31728,2310,974,襄阳,44.0,12.0,3.0,1063.0,54.0,12.0,2020-02-10
4361,湖北省,31728,2310,974,黄石,30.0,20.0,2.0,835.0,87.0,5.0,2020-02-10
4362,湖北省,31728,2310,974,鄂州,65.0,13.0,2.0,790.0,61.0,26.0,2020-02-10
4363,湖北省,31728,2310,974,宜昌,23.0,9.0,0.0,772.0,52.0,8.0,2020-02-10
4364,湖北省,31728,2310,974,荆门,15.0,6.0,1.0,656.0,69.0,21.0,2020-02-10
4365,湖北省,31728,2310,974,咸宁,8.0,12.0,1.0,515.0,56.0,5.0,2020-02-10
4366,湖北省,31728,2310,974,十堰,24.0,18.0,1.0,505.0,64.0,1.0,2020-02-10
4367,湖北省,31728,2310,974,仙桃,22.0,0.0,4.0,438.0,41.0,11.0,2020-02-10
4368,湖北省,31728,2310,974,天门,44.0,2.0,0.0,261.0,12.0,10.0,2020-02-10
4369,湖北省,31728,2310,974,恩施州,8.0,3.0,2.0,195.0,33.0,2.0,2020-02-10
4370,湖北省,31728,2310,974,潜江,5.0,0.0,1.0,90.0,3.0,3.0,2020-02-10
4371,湖北省,31728,2310,974,神农架林区,0.0,0.0,0.0,10.0,6.0,0.0,2020-02-10
4372,湖北省,33366,2686,1068,武汉,1104.0,138.0,72.0,19558.0,1380.0,820.0,2020-02-11
4373,湖北省,33366,2686,1068,孝感,109.0,39.0,4.0,2751.0,179.0,45.0,2020-02-11
4374,湖北省,33366,2686,1068,黄冈,66.0,39.0,2.0,2398.0,342.0,54.0,2020-02-11
4375,湖北省,33366,2686,1068,随州,34.0,30.0,0.0,1129.0,56.0,12.0,2020-02-11
4376,湖北省,33366,2686,1068,荆州,35.0,19.0,4.0,1110.0,80.0,21.0,2020-02-11
4377,湖北省,33366,2686,1068,襄阳,25.0,6.0,0.0,1088.0,60.0,12.0,2020-02-11
4378,湖北省,33366,2686,1068,黄石,39.0,14.0,1.0,874.0,101.0,6.0,2020-02-11
4379,湖北省,33366,2686,1068,鄂州,71.0,11.0,2.0,861.0,72.0,28.0,2020-02-11
4380,湖北省,33366,2686,1068,宜昌,12.0,10.0,0.0,784.0,62.0,8.0,2020-02-11
4381,湖北省,33366,2686,1068,荆门,40.0,15.0,3.0,696.0,84.0,24.0,2020-02-11
4382,湖北省,33366,2686,1068,十堰,31.0,15.0,0.0,536.0,79.0,1.0,2020-02-11
4383,湖北省,33366,2686,1068,咸宁,10.0,20.0,1.0,525.0,76.0,6.0,2020-02-11
4384,湖北省,33366,2686,1068,仙桃,22.0,2.0,2.0,460.0,43.0,13.0,2020-02-11
4385,湖北省,33366,2686,1068,天门,32.0,0.0,0.0,293.0,12.0,10.0,2020-02-11
4386,湖北省,33366,2686,1068,恩施州,8.0,12.0,1.0,203.0,45.0,3.0,2020-02-11
4387,湖北省,33366,2686,1068,潜江,0.0,5.0,2.0,90.0,8.0,5.0,2020-02-11
4388,湖北省,33366,2686,1068,神农架林区,0.0,1.0,0.0,10.0,7.0,0.0,2020-02-11
4389,湖北省,48206,3459,1310,武汉,13436.0,543.0,216.0,32994.0,1923.0,1036.0,2020-02-12
